step,timestamp_s,cmd_x,cmd_y,cmd_z,cmd_qw,cmd_qx,cmd_qy,cmd_qz,joint_1_pos,joint_2_pos,joint_3_pos,joint_4_pos,joint_5_pos,joint_6_pos,joint_7_pos
17,1788745196.605945,-0.001700,0.000000,0.005100,0.000000,0.000000,0.000000,1.000000,-0.000954,0.000954,0.000954,0.005531,0.003242,-0.000191,0.004387
18,1788745196.608263,-0.001800,0.000000,0.005400,0.000000,0.000000,0.000000,1.000000,-0.000954,0.000954,0.000954,0.005531,0.003242,0.000191,0.004387
19,1788745196.610530,-0.001900,0.000000,0.005700,0.000000,0.000000,0.000000,1.000000,-0.000954,0.000954,0.000954,0.005531,0.003242,-0.000191,0.004387
20,1788745196.612716,-0.002000,0.000000,0.006000,0.000000,0.000000,0.000000,1.000000,-0.000954,0.000954,0.000954,0.005531,0.003242,0.000191,0.004387
21,1788745196.614987,-0.002100,0.000000,0.006300,0.000000,0.000000,0.000000,1.000000,-0.000954,0.000954,0.000954,0.005531,0.003242,-0.000191,0.004387
22,1788745196.617273,-0.002200,0.000000,0.006600,0.000000,0.000000,0.000000,1.000000,-0.000954,0.000954,0.000954,0.005531,0.003242,0.000191,0.004387
23,1788745196.619528,-0.002300,0.000000,0.006900,0.000000,0.000000,0.000000,1.000000,-0.000572,0.000954,0.000954,0.005531,0.003242,0.000191,0.004387
24,1788745196.621776,-0.002400,0.000000,0.007200,0.000000,0.000000,0.000000,1.000000,-0.000954,0.000954,0.000954,0.005531,0.003242,0.000191,0.004387
25,1788745196.624038,-0.002500,0.000000,0.007500,0.000000,0.000000,0.000000,1.000000,-0.000572,0.000954,0.000954,0.005531,0.003242,0.000191,0.004387
26,1788745196.626454,-0.002600,0.000000,0.007800,0.000000,0.000000,0.000000,1.000000,-0.000954,0.000954,0.000954,0.005531,0.003242,0.000191,0.004387
27,1788745196.628845,-0.002700,0.000000,0.008100,0.000000,0.000000,0.000000,1.000000,-0.000572,0.000954,0.000954,0.005531,0.003242,0.000191,0.004387
28,1788745196.631278,-0.002800,0.000000,0.008400,0.000000,0.000000,0.000000,1.000000,-0.000572,0.000954,0.000954,0.005531,0.003242,-0.000191,0.004387
29,1788745196.633698,-0.002900,0.000000,0.008700,0.000000,0.000000,0.000000,1.000000,-0.000572,0.000954,0.000954,0.005531,0.003242,-0.000191,0.004387
30,1788745196.636041,-0.003000,0.000000,0.009000,0.000000,0.000000,0.000000,1.000000,-0.000954,0.000954,0.000954,0.005531,0.003242,0.000191,0.004387
31,1788745196.638447,-0.003100,0.000000,0.009300,0.000000,0.000000,0.000000,1.000000,-0.000572,0.000954,0.000954,0.005531,0.003242,0.000191,0.004387
32,1788745196.640832,-0.003200,0.000000,0.009600,0.000000,0.000000,0.000000,1.000000,-0.000572,0.000954,0.000954,0.005531,0.003242,0.000191,0.004387
33,1788745196.643201,-0.003300,0.000000,0.009900,0.000000,0.000000,0.000000,1.000000,-0.000572,0.000954,0.000954,0.005531,0.003242,-0.000191,0.004387
34,1788745196.645435,-0.003400,0.000000,0.010200,0.000000,0.000000,0.000000,1.000000,-0.000572,0.000954,0.000954,0.005150,0.003242,0.000191,0.004387
35,1788745196.647680,-0.003500,0.000000,0.010500,0.000000,0.000000,0.000000,1.000000,-0.000572,0.000954,0.000954,0.005150,0.003242,0.000191,0.004387
36,1788745196.649857,-0.003600,0.000000,0.010800,0.000000,0.000000,0.000000,1.000000,-0.000572,0.000954,0.000954,0.005150,0.003242,-0.000191,0.004387
37,1788745196.652051,-0.003700,0.000000,0.011100,0.000000,0.000000,0.000000,1.000000,-0.000572,0.000954,0.000954,0.005150,0.003242,-0.000191,0.004768
38,1788745196.654278,-0.003800,0.000000,0.011400,0.000000,0.000000,0.000000,1.000000,-0.000572,0.000954,0.000954,0.005150,0.003242,-0.000191,0.004768
39,1788745196.656462,-0.003900,0.000000,0.011700,0.000000,0.000000,0.000000,1.000000,-0.000572,0.000954,0.000954,0.004768,0.002861,0.000191,0.004768
40,1788745196.658640,-0.004000,0.000000,0.012000,0.000000,0.000000,0.000000,1.000000,-0.000572,0.000954,0.000954,0.004387,0.003242,0.000191,0.004768
41,1788745196.660795,-0.004100,0.000000,0.012300,0.000000,0.000000,0.000000,1.000000,-0.000572,0.000954,0.000954,0.004005,0.003242,0.000191,0.004768
42,1788745196.663024,-0.004200,0.000000,0.012600,0.000000,0.000000,0.000000,1.000000,-0.000572,0.000954,0.000954,0.003624,0.003242,0.000191,0.005150
43,1788745196.665272,-0.004300,0.000000,0.012900,0.000000,0.000000,0.000000,1.000000,-0.000572,0.000954,0.000954,0.003242,0.003242,-0.000191,0.005531
44,1788745196.667450,-0.004400,0.000000,0.013200,0.000000,0.000000,0.000000,1.000000,-0.000572,0.000954,0.000954,0.002861,0.003242,0.000191,0.005913
45,1788745196.669611,-0.004500,0.000000,0.013500,0.000000,0.000000,0.000000,1.000000,-0.000572,0.000954,0.000954,0.002861,0.003242,-0.000191,0.006294
46,1788745196.671763,-0.004600,0.000000,0.013800,0.000000,0.000000,0.000000,1.000000,-0.000191,0.000954,0.000954,0.002480,0.003242,-0.000191,0.006294
47,1788745196.673904,-0.004700,0.000000,0.014100,0.000000,0.000000,0.000000,1.000000,-0.000191,0.000954,0.000954,0.002098,0.003242,-0.000191,0.006676
48,1788745196.676059,-0.004800,0.000000,0.014400,0.000000,0.000000,0.000000,1.000000,-0.000191,0.000954,0.000954,0.001335,0.003242,-0.000191,0.007057
49,1788745196.678212,-0.004900,0.000000,0.014700,0.000000,0.000000,0.000000,1.000000,-0.000191,0.000954,0.000954,0.000954,0.003242,-0.000191,0.007439
50,1788745196.680371,-0.005000,0.000000,0.015000,0.000000,0.000000,0.000000,1.000000,-0.000191,0.000954,0.000954,0.000572,0.003242,0.000191,0.007820
51,1788745196.682513,-0.005100,0.000000,0.015300,0.000000,0.000000,0.000000,1.000000,0.000191,0.000954,0.000954,0.000191,0.003242,0.000191,0.008202
52,1788745196.684665,-0.005200,0.000000,0.015600,0.000000,0.000000,0.000000,1.000000,0.000191,0.000954,0.000954,-0.000572,0.003242,-0.000191,0.008583
53,1788745196.686901,-0.005300,0.000000,0.015900,0.000000,0.000000,0.000000,1.000000,0.000191,0.000954,0.000954,-0.000572,0.003242,-0.000191,0.008583
54,1788745196.689030,-0.005400,0.000000,0.016200,0.000000,0.000000,0.000000,1.000000,0.000572,0.000954,0.000954,-0.001335,0.003242,0.000191,0.008583
55,1788745196.691210,-0.005500,0.000000,0.016500,0.000000,0.000000,0.000000,1.000000,0.000572,0.000954,0.000954,-0.001717,0.003242,0.000191,0.008583
56,1788745196.693370,-0.005600,0.000000,0.016800,0.000000,0.000000,0.000000,1.000000,0.000572,0.000954,0.000954,-0.002480,0.003242,-0.000191,0.008583
57,1788745196.695523,-0.005700,0.000000,0.017100,0.000000,0.000000,0.000000,1.000000,0.000572,0.000954,0.000954,-0.002861,0.003242,-0.000191,0.008583
58,1788745196.697680,-0.005800,0.000000,0.017400,0.000000,0.000000,0.000000,1.000000,0.000954,0.000954,0.000954,-0.003242,0.003242,0.000191,0.008202
59,1788745196.699816,-0.005900,0.000000,0.017700,0.000000,0.000000,0.000000,1.000000,0.000954,0.000954,0.000954,-0.003624,0.003242,-0.000191,0.008202
60,1788745196.701953,-0.006000,0.000000,0.018000,0.000000,0.000000,0.000000,1.000000,0.000954,0.000954,0.000954,-0.004387,0.003242,0.000191,0.008583
61,1788745196.704076,-0.006100,0.000000,0.018300,0.000000,0.000000,0.000000,1.000000,0.000954,0.000954,0.000954,-0.005150,0.003242,0.000191,0.008583
62,1788745196.706284,-0.006200,0.000000,0.018600,0.000000,0.000000,0.000000,1.000000,0.001335,0.000954,0.000954,-0.005913,0.003242,0.000191,0.008583
63,1788745196.708613,-0.006300,0.000000,0.018900,0.000000,0.000000,0.000000,1.000000,0.001335,0.000954,0.000954,-0.006676,0.003242,-0.000191,0.009346
64,1788745196.710909,-0.006400,0.000000,0.019200,0.000000,0.000000,0.000000,1.000000,0.001717,0.000954,0.000954,-0.007820,0.003242,-0.000191,0.010490
65,1788745196.713303,-0.006500,0.000000,0.019500,0.000000,0.000000,0.000000,1.000000,0.001717,0.000954,0.000954,-0.008202,0.003242,-0.000191,0.011253
66,1788745196.715604,-0.006600,0.000000,0.019800,0.000000,0.000000,0.000000,1.000000,0.001717,0.000954,0.000954,-0.008202,0.003242,-0.000191,0.011635
67,1788745196.717874,-0.006700,0.000000,0.020100,0.000000,0.000000,0.000000,1.000000,0.002098,0.000954,0.000954,-0.009346,0.003242,-0.000191,0.012398
68,1788745196.720164,-0.006800,0.000000,0.020400,0.000000,0.000000,0.000000,1.000000,0.002098,0.000954,0.000954,-0.010109,0.003242,-0.000191,0.012398
69,1788745196.722517,-0.006900,0.000000,0.020700,0.000000,0.000000,0.000000,1.000000,0.002098,0.000954,0.000954,-0.010490,0.003242,-0.000191,0.012779
70,1788745196.724811,-0.007000,0.000000,0.021000,0.000000,0.000000,0.000000,1.000000,0.002480,0.000954,0.000954,-0.011635,0.003242,0.000191,0.013161
71,1788745196.727180,-0.007100,0.000000,0.021300,0.000000,0.000000,0.000000,1.000000,0.002480,0.000954,0.000954,-0.013161,0.003242,-0.000191,0.013542
72,1788745196.729721,-0.007200,0.000000,0.021600,0.000000,0.000000,0.000000,1.000000,0.002480,0.000954,0.000954,-0.013924,0.003242,-0.000191,0.013542
73,1788745196.732201,-0.007300,0.000000,0.021900,0.000000,0.000000,0.000000,1.000000,0.002480,0.000954,0.000954,-0.014687,0.003242,0.000191,0.013924
74,1788745196.734606,-0.007400,0.000000,0.022200,0.000000,0.000000,0.000000,1.000000,0.002480,0.000954,0.000954,-0.015068,0.003242,0.000191,0.014305
75,1788745196.736989,-0.007500,0.000000,0.022500,0.000000,0.000000,0.000000,1.000000,0.002861,0.000954,0.000954,-0.015831,0.003242,-0.000191,0.014687
76,1788745196.739327,-0.007600,0.000000,0.022800,0.000000,0.000000,0.000000,1.000000,0.002861,0.000954,0.000954,-0.016975,0.003242,-0.000191,0.015068
77,1788745196.741583,-0.007700,0.000000,0.023100,0.000000,0.000000,0.000000,1.000000,0.002861,0.000954,0.000954,-0.017738,0.003242,0.000191,0.015450
78,1788745196.743766,-0.007800,0.000000,0.023400,0.000000,0.000000,0.000000,1.000000,0.002861,0.000954,0.000954,-0.018501,0.003242,0.000191,0.015831
79,1788745196.746213,-0.007900,0.000000,0.023700,0.000000,0.000000,0.000000,1.000000,0.003242,0.000954,0.000954,-0.019646,0.003242,-0.000191,0.016594
80,1788745196.748511,-0.008000,0.000000,0.024000,0.000000,0.000000,0.000000,1.000000,0.003242,0.000954,0.000954,-0.020409,0.003242,-0.000191,0.016594
81,1788745196.750689,-0.008100,0.000000,0.024300,0.000000,0.000000,0.000000,1.000000,0.003242,0.000954,0.000954,-0.021172,0.003242,-0.000191,0.016975
82,1788745196.753007,-0.008200,0.000000,0.024600,0.000000,0.000000,0.000000,1.000000,0.003242,0.000954,0.000954,-0.022697,0.003242,0.000191,0.018501
83,1788745196.755313,-0.008300,0.000000,0.024900,0.000000,0.000000,0.000000,1.000000,0.003242,0.000954,0.000954,-0.023460,0.003242,0.000191,0.018883
84,1788745196.757690,-0.008400,0.000000,0.025200,0.000000,0.000000,0.000000,1.000000,0.003624,0.000954,0.000954,-0.024605,0.003242,-0.000191,0.019264
85,1788745196.760009,-0.008500,0.000000,0.025500,0.000000,0.000000,0.000000,1.000000,0.003624,0.000954,0.000954,-0.024986,0.003242,-0.000191,0.020027
86,1788745196.762285,-0.008600,0.000000,0.025800,0.000000,0.000000,0.000000,1.000000,0.003624,0.000954,0.000954,-0.026131,0.003242,0.000191,0.020790
87,1788745196.764706,-0.008700,0.000000,0.026100,0.000000,0.000000,0.000000,1.000000,0.003624,0.000954,0.000954,-0.027275,0.003242,-0.000191,0.021553
88,1788745196.766872,-0.008800,0.000000,0.026400,0.000000,0.000000,0.000000,1.000000,0.004005,0.000954,0.000954,-0.027657,0.003242,-0.000191,0.022316
89,1788745196.769286,-0.008900,0.000000,0.026700,0.000000,0.000000,0.000000,1.000000,0.004005,0.000954,0.000954,-0.029564,0.003242,-0.000191,0.023842
90,1788745196.771913,-0.009000,0.000000,0.027000,0.000000,0.000000,0.000000,1.000000,0.004387,0.000954,0.000954,-0.029564,0.003242,-0.000191,0.023842
91,1788745196.774070,-0.009100,0.000000,0.027300,0.000000,0.000000,0.000000,1.000000,0.004387,0.000954,0.000954,-0.031472,0.003242,0.000191,0.024223
92,1788745196.776457,-0.009200,0.000000,0.027600,0.000000,0.000000,0.000000,1.000000,0.004387,0.000954,0.000954,-0.032617,0.003242,-0.000191,0.024605
93,1788745196.778780,-0.009300,0.000000,0.027900,0.000000,0.000000,0.000000,1.000000,0.004768,0.000954,0.000954,-0.033380,0.003242,-0.000191,0.024986
94,1788745196.781098,-0.009400,0.000000,0.028200,0.000000,0.000000,0.000000,1.000000,0.004768,0.000954,0.000954,-0.035287,0.003242,-0.000191,0.026894
95,1788745196.783444,-0.009500,0.000000,0.028500,0.000000,0.000000,0.000000,1.000000,0.004768,0.000954,0.000954,-0.036050,0.003242,-0.000191,0.027275
96,1788745196.785748,-0.009600,0.000000,0.028800,0.000000,0.000000,0.000000,1.000000,0.005150,0.000954,0.000954,-0.037194,0.003242,-0.000191,0.028038
97,1788745196.788018,-0.009700,0.000000,0.029100,0.000000,0.000000,0.000000,1.000000,0.005150,0.000954,0.000954,-0.037957,0.003242,-0.000191,0.028419
98,1788745196.790305,-0.009800,0.000000,0.029400,0.000000,0.000000,0.000000,1.000000,0.005150,0.000954,0.000954,-0.039102,0.003242,-0.000191,0.029182
99,1788745196.792593,-0.009900,0.000000,0.029700,0.000000,0.000000,0.000000,1.000000,0.005531,0.000954,0.000954,-0.040627,0.003242,-0.000191,0.029945
100,1788745196.794855,-0.010000,0.000000,0.030000,0.000000,0.000000,0.000000,1.000000,0.005531,0.000954,0.000954,-0.041009,0.003242,-0.000191,0.030327
101,1788745196.797016,-0.010100,0.000000,0.030300,0.000000,0.000000,0.000000,1.000000,0.005913,0.000954,0.000954,-0.042916,0.003242,-0.000191,0.031472
102,1788745196.799352,-0.010200,0.000000,0.030600,0.000000,0.000000,0.000000,1.000000,0.005913,0.000954,0.000954,-0.044442,0.003242,-0.000191,0.031854
103,1788745196.801813,-0.010300,0.000000,0.030900,0.000000,0.000000,0.000000,1.000000,0.006294,0.000954,0.000954,-0.045587,0.003242,-0.000191,0.032235
104,1788745196.804111,-0.010400,0.000000,0.031200,0.000000,0.000000,0.000000,1.000000,0.006294,0.000954,0.000954,-0.046350,0.003242,-0.000191,0.032617
105,1788745196.806383,-0.010500,0.000000,0.031500,0.000000,0.000000,0.000000,1.000000,0.006676,0.000954,0.000954,-0.047494,0.003242,-0.000191,0.033380
106,1788745196.808671,-0.010600,0.000000,0.031800,0.000000,0.000000,0.000000,1.000000,0.006676,0.000954,0.000954,-0.048257,0.003242,-0.000191,0.033761
107,1788745196.810921,-0.010700,0.000000,0.032100,0.000000,0.000000,0.000000,1.000000,0.007057,0.000954,0.000954,-0.050546,0.003242,-0.000191,0.035287
108,1788745196.813173,-0.010800,0.000000,0.032400,0.000000,0.000000,0.000000,1.000000,0.007057,0.000954,0.000954,-0.051309,0.003242,-0.000191,0.035668
109,1788745196.815428,-0.010900,0.000000,0.032700,0.000000,0.000000,0.000000,1.000000,0.007439,0.000954,0.000954,-0.052835,0.003242,-0.000191,0.036431
110,1788745196.817589,-0.011000,0.000000,0.033000,0.000000,0.000000,0.000000,1.000000,0.007439,0.000954,0.000954,-0.054360,0.003242,-0.000191,0.036813
111,1788745196.819777,-0.011100,0.000000,0.033300,0.000000,0.000000,0.000000,1.000000,0.007439,0.000954,0.000954,-0.055123,0.003242,-0.000191,0.037194
112,1788745196.821944,-0.011200,0.000000,0.033600,0.000000,0.000000,0.000000,1.000000,0.007820,0.000954,0.000954,-0.056268,0.003242,-0.000191,0.038339
113,1788745196.824085,-0.011300,0.000000,0.033900,0.000000,0.000000,0.000000,1.000000,0.007820,0.000954,0.000954,-0.057031,0.003242,-0.000191,0.038720
114,1788745196.826258,-0.011400,0.000000,0.034200,0.000000,0.000000,0.000000,1.000000,0.008202,0.000954,0.000954,-0.058557,0.003242,-0.000191,0.039483
115,1788745196.828420,-0.011500,0.000000,0.034500,0.000000,0.000000,0.000000,1.000000,0.008583,0.000954,0.000954,-0.060082,0.003242,-0.000191,0.040246
116,1788745196.830650,-0.011600,0.000000,0.034800,0.000000,0.000000,0.000000,1.000000,0.008583,0.000954,0.000954,-0.060845,0.003242,-0.000191,0.040627
117,1788745196.832829,-0.011700,0.000000,0.035100,0.000000,0.000000,0.000000,1.000000,0.008965,0.000954,0.000954,-0.062371,0.003242,-0.000191,0.041772
118,1788745196.834989,-0.011800,0.000000,0.035400,0.000000,0.000000,0.000000,1.000000,0.009346,0.000954,0.000954,-0.064279,0.003242,-0.000191,0.043298
119,1788745196.837163,-0.011900,0.000000,0.035700,0.000000,0.000000,0.000000,1.000000,0.009346,0.000954,0.000954,-0.065804,0.003242,-0.000191,0.044061
120,1788745196.839335,-0.012000,0.000000,0.036000,0.000000,0.000000,0.000000,1.000000,0.009727,0.000954,0.000954,-0.066567,0.003242,-0.000191,0.044442
121,1788745196.841524,-0.012100,0.000000,0.036300,0.000000,0.000000,0.000000,1.000000,0.009727,0.000954,0.000954,-0.068093,0.003242,-0.000191,0.045587
122,1788745196.843706,-0.012200,0.000000,0.036600,0.000000,0.000000,0.000000,1.000000,0.010109,0.000954,0.000954,-0.069238,0.003242,-0.000191,0.046350
123,1788745196.845892,-0.012300,0.000000,0.036900,0.000000,0.000000,0.000000,1.000000,0.010109,0.000954,0.000954,-0.070382,0.003242,-0.000191,0.046731
124,1788745196.848161,-0.012400,0.000000,0.037200,0.000000,0.000000,0.000000,1.000000,0.010490,0.000954,0.000954,-0.071908,0.003242,-0.000191,0.047494
125,1788745196.850470,-0.012500,0.000000,0.037500,0.000000,0.000000,0.000000,1.000000,0.010490,0.000954,0.000954,-0.072671,0.003242,-0.000191,0.047875
126,1788745196.852746,-0.012600,0.000000,0.037800,0.000000,0.000000,0.000000,1.000000,0.010872,0.000954,0.000954,-0.074197,0.003242,-0.000191,0.049020
127,1788745196.855033,-0.012700,0.000000,0.038100,0.000000,0.000000,0.000000,1.000000,0.011635,0.000954,0.000954,-0.076486,0.003242,-0.000191,0.050546
128,1788745196.857265,-0.012800,0.000000,0.038400,0.000000,0.000000,0.000000,1.000000,0.012016,0.000954,0.000954,-0.078012,0.003242,-0.000191,0.051309
129,1788745196.859442,-0.012900,0.000000,0.038700,0.000000,0.000000,0.000000,1.000000,0.012016,0.000954,0.000954,-0.078774,0.003242,-0.000191,0.052072
130,1788745196.861599,-0.013000,0.000000,0.039000,0.000000,0.000000,0.000000,1.000000,0.012398,0.000954,0.000954,-0.080300,0.003242,-0.000191,0.053216
131,1788745196.863778,-0.013100,0.000000,0.039300,0.000000,0.000000,0.000000,1.000000,0.012779,0.000954,0.000954,-0.081826,0.003242,-0.000191,0.053979
132,1788745196.865946,-0.013200,0.000000,0.039600,0.000000,0.000000,0.000000,1.000000,0.012779,0.000954,0.000954,-0.082589,0.003242,-0.000191,0.054742
133,1788745196.868100,-0.013300,0.000000,0.039900,0.000000,0.000000,0.000000,1.000000,0.013542,0.000954,0.000954,-0.084115,0.003242,-0.000191,0.055886
134,1788745196.870253,-0.013400,0.000000,0.040200,0.000000,0.000000,0.000000,1.000000,0.013542,0.000954,0.000954,-0.084878,0.003242,-0.000191,0.056268
135,1788745196.872438,-0.013500,0.000000,0.040500,0.000000,0.000000,0.000000,1.000000,0.013924,0.000954,0.000954,-0.086404,0.003242,-0.000191,0.057412
136,1788745196.874630,-0.013600,0.000000,0.040800,0.000000,0.000000,0.000000,1.000000,0.014305,0.000954,0.000954,-0.087930,0.003242,-0.000191,0.058557
137,1788745196.876809,-0.013700,0.000000,0.041100,0.000000,0.000000,0.000000,1.000000,0.014305,0.000954,0.000954,-0.088693,0.003242,-0.000191,0.058938
138,1788745196.879036,-0.013800,0.000000,0.041400,0.000000,0.000000,0.000000,1.000000,0.015068,0.000954,0.000954,-0.091744,0.003242,-0.000191,0.060845
139,1788745196.881223,-0.013900,0.000000,0.041700,0.000000,0.000000,0.000000,1.000000,0.015450,0.000954,0.000954,-0.092507,0.003242,-0.000191,0.061227
140,1788745196.883399,-0.014000,0.000000,0.042000,0.000000,0.000000,0.000000,1.000000,0.015831,0.000954,0.000954,-0.094034,0.003242,-0.000191,0.061990
141,1788745196.885569,-0.014100,0.000000,0.042300,0.000000,0.000000,0.000000,1.000000,0.015831,0.000954,0.001335,-0.094797,0.003242,-0.000191,0.063134
142,1788745196.887754,-0.014200,0.000000,0.042600,0.000000,0.000000,0.000000,1.000000,0.016212,0.000954,0.000954,-0.096323,0.003242,-0.000191,0.063897
143,1788745196.889948,-0.014300,0.000000,0.042900,0.000000,0.000000,0.000000,1.000000,0.016594,0.000954,0.000954,-0.097849,0.003242,-0.000191,0.065042
144,1788745196.892127,-0.014400,0.000000,0.043200,0.000000,0.000000,0.000000,1.000000,0.016975,0.000954,0.000954,-0.098612,0.003242,-0.000191,0.065804
145,1788745196.894301,-0.014500,0.000000,0.043500,0.000000,0.000000,0.000000,1.000000,0.017357,0.000954,0.000954,-0.100138,0.003242,-0.000191,0.066949
146,1788745196.896463,-0.014600,0.000000,0.043800,0.000000,0.000000,0.000000,1.000000,0.017738,0.000954,0.000954,-0.101282,0.003242,-0.000191,0.067712
147,1788745196.898615,-0.014700,0.000000,0.044100,0.000000,0.000000,0.000000,1.000000,0.018120,0.000954,0.000954,-0.102427,0.003242,-0.000191,0.068475
148,1788745196.900791,-0.014800,0.000000,0.044400,0.000000,0.000000,0.000000,1.000000,0.018501,0.000954,0.000954,-0.103952,0.003242,-0.000191,0.069238
149,1788745196.902970,-0.014900,0.000000,0.044700,0.000000,0.000000,0.000000,1.000000,0.018883,0.000954,0.001335,-0.106623,0.003242,-0.000191,0.071527
150,1788745196.905199,-0.015000,0.000000,0.045000,0.000000,0.000000,0.000000,1.000000,0.019264,0.000954,0.000954,-0.106623,0.003242,-0.000191,0.071908
151,1788745196.907394,-0.015100,0.000000,0.045300,0.000000,0.000000,0.000000,1.000000,0.019646,0.000954,0.001335,-0.108530,0.003242,-0.000191,0.072671
152,1788745196.909575,-0.015200,0.000000,0.045600,0.000000,0.000000,0.000000,1.000000,0.020027,0.000954,0.001335,-0.110056,0.003242,-0.000191,0.073815
153,1788745196.911763,-0.015300,0.000000,0.045900,0.000000,0.000000,0.000000,1.000000,0.020409,0.000954,0.000954,-0.111582,0.003242,-0.000191,0.074578
154,1788745196.913946,-0.015400,0.000000,0.046200,0.000000,0.000000,0.000000,1.000000,0.020409,0.000954,0.000954,-0.112345,0.003242,-0.000191,0.075341
155,1788745196.916139,-0.015500,0.000000,0.046500,0.000000,0.000000,0.000000,1.000000,0.020790,0.000954,0.001335,-0.113489,0.003242,-0.000191,0.076104
156,1788745196.918323,-0.015600,0.000000,0.046800,0.000000,0.000000,0.000000,1.000000,0.021172,0.000954,0.000954,-0.114634,0.003242,-0.000191,0.076486
157,1788745196.920503,-0.015700,0.000000,0.047100,0.000000,0.000000,0.000000,1.000000,0.021553,0.000954,0.001335,-0.115778,0.003242,-0.000191,0.076867
158,1788745196.922695,-0.015800,0.000000,0.047400,0.000000,0.000000,0.000000,1.000000,0.021553,0.000954,0.001335,-0.117304,0.003242,-0.000191,0.078012
159,1788745196.924947,-0.015900,0.000000,0.047700,0.000000,0.000000,0.000000,1.000000,0.021935,0.000954,0.001335,-0.118067,0.003242,-0.000191,0.079537
160,1788745196.927197,-0.016000,0.000000,0.048000,0.000000,0.000000,0.000000,1.000000,0.022316,0.000954,0.001335,-0.120356,0.003242,-0.000191,0.079919
161,1788745196.929390,-0.016100,0.000000,0.048300,0.000000,0.000000,0.000000,1.000000,0.022697,0.000954,0.001335,-0.121881,0.003242,-0.000191,0.081063
162,1788745196.931550,-0.016200,0.000000,0.048600,0.000000,0.000000,0.000000,1.000000,0.023079,0.000954,0.001335,-0.123407,0.003242,-0.000191,0.082208
163,1788745196.933727,-0.016300,0.000000,0.048900,0.000000,0.000000,0.000000,1.000000,0.023460,0.000954,0.001335,-0.124170,0.003242,-0.000191,0.082971
164,1788745196.935899,-0.016400,0.000000,0.049200,0.000000,0.000000,0.000000,1.000000,0.024223,0.000954,0.001335,-0.125696,0.003242,-0.000191,0.084115
165,1788745196.938075,-0.016500,0.000000,0.049500,0.000000,0.000000,0.000000,1.000000,0.024605,0.000954,0.001335,-0.127222,0.003242,-0.000191,0.085641
166,1788745196.940229,-0.016600,0.000000,0.049800,0.000000,0.000000,0.000000,1.000000,0.024605,0.000954,0.001335,-0.128366,0.003242,-0.000191,0.086785
